date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarima_target_only,sarimax_exog,feature_model,foundation_model
2016-05-13 19:00:00,208.33333333333331,97.46163394267658,348.3333333333333,123.33333333333331,126.66666666666669,348.432667343944,203.2035291923534,205.1811400924115,207.52345275878903,117.00474
2016-05-13 20:00:00,120.0,97.46163394267658,348.3333333333333,100.0,116.66666666666669,348.53200135455467,178.11533567500567,180.3952356727627,235.85641479492188,103.31999
2016-05-13 21:00:00,63.333333333333336,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,348.63133536516534,124.19723823138172,130.43155020831114,167.12222290039062,73.555595
2016-05-13 22:00:00,55.0,97.46163394267658,348.3333333333333,60.0,53.333333333333336,348.730669375776,93.20902941935196,100.85848667310172,81.53144836425781,62.94989
2016-05-13 23:00:00,61.66666666666666,97.46163394267658,348.3333333333333,56.66666666666666,58.333333333333336,348.8300033863867,81.00721816825013,89.5619060175887,73.8768310546875,58.16023
2016-05-14 00:00:00,58.333333333333336,97.46163394267658,348.3333333333333,55.0,51.66666666666666,348.92933739699737,69.45143014734757,75.68541583570008,69.5683822631836,55.76542
2016-05-14 01:00:00,63.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,56.66666666666666,349.02867140760804,65.41482454161228,69.48061188303149,69.48709106445312,55.76542
2016-05-14 02:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,349.1280054182187,60.96845734734263,63.9327500598252,71.358642578125,56.79175
2016-05-14 03:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,55.0,349.2273394288294,57.38256828556739,60.46374412408315,72.32794952392578,56.79175
2016-05-14 04:00:00,60.0,97.46163394267658,348.3333333333333,50.0,55.0,349.32667343944007,55.61489199832944,61.125669642735176,78.60639953613281,56.79175
2016-05-14 05:00:00,56.66666666666666,97.46163394267658,348.3333333333333,58.333333333333336,51.66666666666666,349.4260074500508,63.36042690300107,69.39709560235822,92.68830871582033,56.79175
2016-05-14 06:00:00,63.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,53.333333333333336,349.5253414606615,73.88092864525579,79.68007499333137,118.33506774902344,61.58146
2016-05-14 07:00:00,113.33333333333331,97.46163394267658,348.3333333333333,176.66666666666666,148.33333333333334,349.62467547127216,101.5141078391424,107.70009778682292,161.4564208984375,69.10808
2016-05-14 08:00:00,133.33333333333334,97.46163394267658,348.3333333333333,338.3333333333333,121.66666666666669,349.72400948188283,120.07928364920484,125.87900481646896,143.91253662109375,71.845024
2016-05-14 09:00:00,118.33333333333331,97.46163394267658,348.3333333333333,93.33333333333331,153.33333333333334,349.8233434924935,105.61619044042492,111.05093005128764,136.87644958496094,74.23984
2016-05-14 10:00:00,158.33333333333334,97.46163394267658,348.3333333333333,73.33333333333333,178.33333333333334,349.9226775031042,112.49458575469193,118.31207962995424,139.1623077392578,81.08221
2016-05-14 11:00:00,96.66666666666669,97.46163394267658,348.3333333333333,355.0,161.66666666666666,350.02201151371486,122.1852291404519,127.4449020601402,158.8115234375,67.73959
2016-05-14 12:00:00,116.66666666666669,97.46163394267658,348.3333333333333,301.6666666666667,86.66666666666667,350.12134552432553,114.4291825774192,122.62300378745444,164.30825805664062,69.79231
2016-05-14 13:00:00,113.33333333333331,97.46163394267658,348.3333333333333,268.3333333333333,75.0,350.2206795349362,107.69366954625082,117.1507099003012,144.99977111816406,73.213455
2016-05-14 14:00:00,106.66666666666669,97.46163394267658,348.3333333333333,318.3333333333333,88.33333333333333,350.3200135455469,105.26334167229491,113.45926133284893,141.98321533203125,69.10808
2016-05-14 15:00:00,130.0,97.46163394267658,348.3333333333333,201.66666666666663,103.33333333333331,350.4193475561576,97.5559380077718,106.91377927231972,156.2064971923828,74.23984
2016-05-14 16:00:00,111.66666666666669,97.46163394267658,348.3333333333333,351.6666666666667,91.66666666666669,350.51868156676824,129.57893401166115,139.08161136009204,165.8327178955078,76.63464
2016-05-14 17:00:00,241.66666666666663,97.46163394267658,348.3333333333333,231.66666666666663,83.33333333333333,350.6180155773789,182.4792182425205,192.85346493287,212.9963836669922,89.977295
2016-05-14 18:00:00,166.66666666666666,97.46163394267658,348.3333333333333,348.3333333333333,285.0,350.7173495879896,179.38767766366666,190.77766915684916,242.34483337402344,100.92514
